"CrashName","Name","Sex","Age","Speed","VehicleDamage","PartyCategory","Sobriety","VehicleDirection","MovementPrecedingCollision","PartyType","OtherAssociatedFactor","VehicleCount","ViolationCode","ViolationCodeDescription"
"CR-0000088320","ACV-0000180602","F","59","","Moderate","Driver","Impairment Not Known","West","Making Right Turn","Car","None Apparent","1","22107","Unsafe Turn Movement"
"CR-0000088297","ACV-0000180558","","0","","Major","Parked","Not Applicable","Not Applicable","Parked","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000088314","ACV-0000180592","M","56","","Moderate","Driver","Had Not Been Drinking","East","Making Left Turn","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000088301","ACV-0000180568","","0","","Moderate","Driver","Impairment Not Known","East","Other Unsafe Turning","Car","Other Violation","1","22107","Unsafe Turn Movement"
"CR-0000088313","ACV-0000180589","","0","","Minor","Parked","Not Applicable","Not Applicable","Parked","Car With Trailer","None Apparent","1","22500","Parking Unlawfully"
"CR-0000088305","ACV-0000180577","M","21","","Major","Driver","Had Not Been Drinking","West","Proceeding Straight","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000088304","ACV-0000180574","M","23","","Minor","Driver","Had Been Drinking - Not Under Influence","West","Changing Lanes","Car","Unknown","1","22107","Unsafe Turn Movement"
"CR-0000088309","ACV-0000180583","M","0","","Unknown","Driver","Impairment Not Known","West","Making Right Turn","Car","Other Violation","1","22107","Unsafe Turn Movement"
"CR-0000088301","ACV-0000180569","","0","","Moderate","Parked","Not Applicable","Not Applicable","Parked","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000088298","ACV-0000180564","F","0","","Minor","Parked","Not Applicable","Not Applicable","Parked","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000088302","ACV-0000180571","F","23","","Minor","Driver","Impairment Not Known","East","Stopped","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000088318","ACV-0000180599","","0","","None","Driver","Impairment Not Known","East","Proceeding Straight","Car With Trailer","Other Violation","1","22350","Speeding"
"CR-0000088320","ACV-0000180603","F","72","","Moderate","Driver","Impairment Not Known","East","Proceeding Straight","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000088315","ACV-0000180593","M","59","","Major","Driver","Had Not Been Drinking","West","Proceeding Straight","Car","Inattention","1","21453","Run Red Light"
"CR-0000088317","ACV-0000180598","M","53","","Not Applicable","Bicycle","Had Not Been Drinking","North","Proceeding Straight","Bicycle","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000088307","ACV-0000180581","M","21","","Major","Driver","Had Been Drinking - Under Influence","West","Making Left Turn","Car","Unknown","1","22350","Speeding"
"CR-0000088323","ACV-0000180609","F","49","","Moderate","Parked","Not Applicable","Not Applicable","Parked","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000088300","ACV-0000180567","F","19","","Totaled","Driver","Impairment Not Known","North","Other Unsafe Turning","Car","None Apparent","1","22350","Speeding"
"CR-0000088322","ACV-0000180607","M","35","","Unknown","Driver","Impairment Not Known","East","Making Right Turn","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000088299","ACV-0000180565","M","49","","Moderate","Driver","Had Not Been Drinking","South","Proceeding Straight","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000088308","ACV-0000180582","F","57","","Moderate","Driver","Had Been Drinking - Under Influence","North","Ran Off Road","Car","Other Violation","1","22107","Unsafe Turn Movement"
"CR-0000088295","ACV-0000180555","F","18","","Minor","Driver","Had Not Been Drinking","South","Proceeding Straight","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000088321","ACV-0000180605","","0","","Minor","Parked","Not Applicable","Not Applicable","Parked","Panel Truck","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000088310","ACV-0000180586","","0","","Unknown","Parked","Not Applicable","Not Applicable","Parked","Car","Unknown","1","Unknown","Unknown"
"CR-0000088321","ACV-0000180604","M","25","","Unknown","Driver","Impairment Not Known","East","Proceeding Straight","Car","Other Violation","1","22350","Speeding"
"CR-0000088306","ACV-0000180580","","0","","Minor","Parked","Not Applicable","Not Applicable","Parked","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000088335","ACV-0000180634","M","22","","Major","Driver","Had Not Been Drinking","West","Making Left Turn","Car","None Apparent","1","22350","Speeding"
"CR-0000088344","ACV-0000180650","","0","","Unknown","Driver","Impairment Not Known","West","Proceeding Straight","Car","Other Violation","1","22350","Speeding"
"CR-0000088337","ACV-0000180637","M","57","","Unknown","Driver","Impairment Not Known","North","Proceeding Straight","Car","Other Violation","1","21453","Run Red Light"
"CR-0000088339","ACV-0000180642","M","48","","Moderate","Driver","Had Not Been Drinking","South","Proceeding Straight","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000088328","ACV-0000180620","","0","","Moderate","Parked","Not Applicable","Not Applicable","Parked","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000088331","ACV-0000180626","F","56","","Minor","Driver","Had Not Been Drinking","East","Proceeding Straight","Car","Other Violation","1","22107","Unsafe Turn Movement"
"CR-0000088344","ACV-0000180651","","0","","Unknown","Parked","Not Applicable","Unknown","Parked","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000088345","ACV-0000180656","","0","","Minor","Parked","Not Applicable","Not Applicable","Parked","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000088334","ACV-0000180633","F","20","","Major","Driver","Impairment Not Known","South","Entering Traffic","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000088326","ACV-0000180616","M","58","","Major","Driver","Had Been Drinking - Under Influence","North","Proceeding Straight","Car","Other Violation","1","22350","Speeding"
"CR-0000088339","ACV-0000180641","M","28","","Moderate","Driver","Had Not Been Drinking","East","Proceeding Straight","Panel Truck","Inattention","1","21453","Run Red Light"
"CR-0000088340","ACV-0000180644","M","42","","Major","Driver","Had Been Drinking - Not Under Influence","West","Proceeding Straight","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000088332","ACV-0000180628","M","34","","Not Applicable","Bicycle","Not Applicable","East","Proceeding Straight","Bicycle","Unfamiliar With Road","1","21202","Wrong Way Bike"
"CR-0000088330","ACV-0000180625","","0","","Moderate","Parked","Not Applicable","Not Applicable","Parked","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000088342","ACV-0000180647","M","0","","Minor","Driver","Impairment Not Known","South","Proceeding Straight","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000088343","ACV-0000180649","F","31","","Major","Driver","Had Not Been Drinking","South","Making Left Turn","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000088345","ACV-0000180652","M","42","","Minor","Driver","Had Been Drinking - Under Influence","North","Proceeding Straight","Panel Truck","Other Violation","1","23152","Driving Drunk"
"CR-0000088340","ACV-0000180643","F","20","","Major","Driver","Had Been Drinking - Not Under Influence","East","Making Left Turn","Car","None Apparent","1","21801","Yield Left Turn"
"CR-0000088345","ACV-0000180653","","0","","Major","Parked","Not Applicable","Not Applicable","Parked","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000088338","ACV-0000180639","F","33","","None","Driver","Had Not Been Drinking","North","Making Left Turn","Panel Truck","None Apparent","1","22107","Unsafe Turn Movement"
"CR-0000088337","ACV-0000180638","M","69","","Major","Driver","Had Not Been Drinking","West","Proceeding Straight","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000088336","ACV-0000180635","M","30","","Moderate","Driver","Had Been Drinking - Under Influence","North","Proceeding Straight","Car","None Apparent","1","22350","Speeding"
"CR-0000088345","ACV-0000180654","","0","","Major","Parked","Not Applicable","Not Applicable","Parked","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000088346","ACV-0000180657","","0","","Major","Driver","Impairment Not Known","West","Proceeding Straight","Car","Other Violation","1","22107","Unsafe Turn Movement"
"CR-0000088329","ACV-0000180623","M","22","","Not Applicable","Driver","Impairment Not Known","Unknown","Proceeding Straight","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000088347","ACV-0000180660","","0","","Moderate","Driver","Impairment Not Known","South","Other Unsafe Turning","Car","Other Violation","1","22107","Unsafe Turn Movement"
"CR-0000088333","ACV-0000180630","F","51","","Unknown","Driver","Impairment Not Known","East","Making U-Turn","Car","Inattention","1","22350","Speeding"
"CR-0000088325","ACV-0000180613","M","26","","Major","Driver","Impairment Not Known","North","Ran Off Road","Panel Truck","None Apparent","1","22107","Unsafe Turn Movement"
"CR-0000088332","ACV-0000180629","M","41","","Unknown","Parked","Not Applicable","Not Applicable","Parked","Car","Other Violation","1","Not Applicable","Not Applicable"
"CR-0000088343","ACV-0000180648","F","26","","Major","Driver","Had Not Been Drinking","North","Proceeding Straight","Car","Other Violation","1","21453","Run Red Light"
"CR-0000088328","ACV-0000180619","M","20","","Totaled","Driver","Impairment Not Known","East","Other Unsafe Turning","Car","None Apparent","1","22107","Unsafe Turn Movement"
"CR-0000088346","ACV-0000180658","","0","","Major","Parked","Not Applicable","Not Applicable","Parked","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000088347","ACV-0000180661","","0","","Moderate","Parked","Not Applicable","Not Applicable","Parked","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000088331","ACV-0000180627","","0","","Minor","Parked","Not Applicable","Not Applicable","Parked","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000088325","ACV-0000180614","F","39","","Major","Parked","Not Applicable","Not Applicable","Parked","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000088327","ACV-0000180617","M","0","","Unknown","Driver","Impairment Not Known","West","Proceeding Straight","Car","Other Violation","1","21703","Follow Too Closely"
"CR-0000088346","ACV-0000180659","","0","","Minor","Parked","Not Applicable","Not Applicable","Parked","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000088345","ACV-0000180655","","0","","Minor","Parked","Not Applicable","Not Applicable","Parked","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000088330","ACV-0000180624","","0","","Unknown","Driver","Impairment Not Known","East","Proceeding Straight","Unknown","Other Violation","1","22350","Speeding"
"CR-0000088341","ACV-0000180645","","0","","Unknown","Driver","Impairment Not Known","South","Proceeding Straight","Car","Other Violation","1","22350","Speeding"
"CR-0000088341","ACV-0000180646","","0","","Moderate","Parked","Not Applicable","Not Applicable","Parked","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000088338","ACV-0000180640","F","48","","Not Applicable","Pedestrian","Had Not Been Drinking","North","Proceeding Straight","Pedestrian","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000088325","ACV-0000180615","","0","","Moderate","Parked","Not Applicable","Not Applicable","Parked","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000088334","ACV-0000180632","M","55","","Major","Driver","Impairment Not Known","North","Proceeding Straight","Car","None Apparent","1","22350","Speeding"
"CR-0000088327","ACV-0000180618","F","45","","Minor","Driver","Had Not Been Drinking","West","Stopped","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000088328","ACV-0000180621","","0","","Minor","Parked","Not Applicable","Not Applicable","Parked","Panel Truck","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000088333","ACV-0000180631","M","53","","Not Applicable","Bicycle","Impairment Not Known","East","Stopped","Bicycle","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000088329","ACV-0000180622","M","68","","Unknown","Driver","Impairment Not Known","Unknown","Proceeding Straight","Car","None Apparent","1","Unknown","Unknown"
"CR-0000088336","ACV-0000180636","F","50","","Moderate","Driver","Had Not Been Drinking","North","Stopped","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000088350","ACV-0000180665","F","17","","Major","Driver","Had Been Drinking - Not Under Influence","West","Proceeding Straight","Car","Unknown","1","Unknown","Unknown"
"CR-0000088368","ACV-0000180697","","0","","Moderate","Driver","Impairment Not Known","West","Making Right Turn","Other","Other Violation","1","22107","Unsafe Turn Movement"
"CR-0000088349","ACV-0000180664","M","28","","Minor","Driver","Had Been Drinking - Under Influence","North","Ran Off Road","Panel Truck","Under Influence","1","21658","Unsafe Lane Change"
"CR-0000088351","ACV-0000180669","M","36","","Minor","Driver","Had Not Been Drinking","West","Stopped","Bus - Other","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000088362","ACV-0000180689","","0","","Unknown","Driver","Impairment Not Known","South","Proceeding Straight","Car","Unknown","1","Unknown","Unknown"
"CR-0000088352","ACV-0000180670","F","37","","None","Driver","Impairment Not Known","East","Proceeding Straight","Car","None Apparent","1","21950","Yield Pedestrian In Crosswalk"
"CR-0000088359","ACV-0000180685","","0","","Minor","Parked","Not Applicable","Not Applicable","Parked","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000088350","ACV-0000180667","","0","","Unknown","Parked","Not Applicable","Not Applicable","Parked","Car","Unknown","1","Unknown","Unknown"
"CR-0000088366","ACV-0000180694","F","21","","Minor","Driver","Had Not Been Drinking","South","Making U-Turn","Car","Unknown","1","21801","Yield Left Turn"
"CR-0000088369","ACV-0000180699","","0","","Major","Driver","Impairment Not Known","West","Proceeding Straight","Car","Other Violation","1","23103","Reckless Driving 2"
"CR-0000088361","ACV-0000180687","M","25","","Major","Driver","Impairment Not Known","South","Ran Off Road","Car","Unknown","1","22350","Speeding"
"CR-0000088358","ACV-0000180683","F","26","","Moderate","Driver","Had Not Been Drinking","East","Proceeding Straight","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000088369","ACV-0000180700","","0","","Moderate","Parked","Not Applicable","Not Applicable","Parked","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000088359","ACV-0000180684","","0","","Moderate","Driver","Impairment Not Known","East","Traveling Wrong Way","Car","Other Violation","1","21651","Divided Highway"
"CR-0000088352","ACV-0000180671","F","25","","Not Applicable","Pedestrian","Impairment Not Known","North","Proceeding Straight","Pedestrian","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000088368","ACV-0000180698","","0","","Moderate","Parked","Not Applicable","Not Applicable","Parked","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000088351","ACV-0000180668","","0","","Unknown","Driver","Impairment Not Known","West","Proceeding Straight","Car","Other Violation","1","22107","Unsafe Turn Movement"
"CR-0000088355","ACV-0000180676","M","22","","Moderate","Driver","Impairment Not Known","North","Making Right Turn","Car","Other Violation","1","21703","Follow Too Closely"
"CR-0000088366","ACV-0000180695","F","73","","Minor","Driver","Had Not Been Drinking","South","Proceeding Straight","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000088373","ACV-0000180707","","0","","Unknown","Parked","Not Applicable","Not Applicable","Parked","Car","Unknown","1","Unknown","Unknown"
"CR-0000088364","ACV-0000180692","","0","","Unknown","Driver","Impairment Not Known","South","Making Left Turn","Car","Other Violation","1","22107","Unsafe Turn Movement"
"CR-0000088370","ACV-0000180701","M","54","","Unknown","Driver","Impairment Not Known","Unknown","Stopped","Car","Unknown","1","Unknown","Unknown"
"CR-0000088373","ACV-0000180708","","0","","Unknown","Driver","Impairment Not Known","Unknown","Unknown","Unknown","Unknown","1","Unknown","Unknown"
"CR-0000088348","ACV-0000180663","F","25","","Unknown","Driver","Impairment Not Known","Unknown","Changing Lanes","Car","Unknown","1","Unknown","Unknown"
"CR-0000088370","ACV-0000180702","M","44","","Unknown","Driver","Impairment Not Known","Unknown","Proceeding Straight","Panel Truck","Unknown","1","Unknown","Unknown"
"CR-0000088371","ACV-0000180703","F","34","","Unknown","Driver","Impairment Not Known","Unknown","Making Left Turn","Car","Unknown","1","Unknown","Unknown"
"CR-0000088362","ACV-0000180688","M","39","","Unknown","Driver","Impairment Not Known","South","Stopped","Car","Unknown","1","Unknown","Unknown"
"CR-0000088364","ACV-0000180693","M","25","","Major","Driver","Had Not Been Drinking","West","Stopped","Motorcycle/Moped","Unknown","1","Not Applicable","Not Applicable"
"CR-0000088366","ACV-0000180696","F","28","","Minor","Driver","Had Not Been Drinking","North","Stopped","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000088363","ACV-0000180690","M","0","","Unknown","Driver","Impairment Not Known","East","Proceeding Straight","Panel Truck","Other Violation","1","22350","Speeding"
"CR-0000088372","ACV-0000180705","M","70","","Unknown","Driver","Impairment Not Known","North","Making Right Turn","Panel Truck","Unknown","1","Unknown","Unknown"
"CR-0000088354","ACV-0000180674","M","48","","Minor","Driver","Had Not Been Drinking","West","Proceeding Straight","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000088371","ACV-0000180704","","0","","Unknown","Driver","Impairment Not Known","Unknown","Making Left Turn","Semi Truck","Unknown","1","Unknown","Unknown"
"CR-0000088360","ACV-0000180686","F","85","","Moderate","Driver","Impairment Not Known","South","Ran Off Road","Car","Uninvolved Vehicle","1","21663","Driving On Sidewalk"
"CR-0000088356","ACV-0000180680","","0","","Major","Parked","Not Applicable","Not Applicable","Parked","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000088350","ACV-0000180666","M","65","","Major","Driver","Had Been Drinking - Not Under Influence","North","Proceeding Straight","Car","Unknown","1","Unknown","Unknown"
"CR-0000088355","ACV-0000180677","M","66","","Moderate","Driver","Had Not Been Drinking","North","Making Right Turn","Panel Truck","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000088356","ACV-0000180678","M","31","","Major","Driver","Impairment Not Known","East","Ran Off Road","Car","Other Violation","1","22350","Speeding"
"CR-0000088356","ACV-0000180679","","0","","Minor","Parked","Not Applicable","Not Applicable","Parked","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000088348","ACV-0000180662","M","0","","Unknown","Driver","Impairment Not Known","Unknown","Proceeding Straight","Car","Unknown","1","Unknown","Unknown"
"CR-0000088354","ACV-0000180675","M","75","","Not Applicable","Pedestrian","Had Been Drinking - Under Influence","North","Other (Ped)","Pedestrian","None Apparent","1","21456","Pedestrian Don't Walk"
"CR-0000088363","ACV-0000180691","F","31","","Minor","Driver","Impairment Not Known","East","Stopped","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000088353","ACV-0000180672","F","33","","Major","Driver","Had Been Drinking - Under Influence","North","Changing Lanes","Car","Other Violation","1","22107","Unsafe Turn Movement"
"CR-0000088372","ACV-0000180706","F","0","","Unknown","Driver","Impairment Not Known","North","Changing Lanes","Car","Unknown","1","Unknown","Unknown"
"CR-0000088353","ACV-0000180673","","0","","Minor","Parked","Not Applicable","Not Applicable","Parked","Panel Truck","Unknown","1","Not Applicable","Not Applicable"
"CR-0000088357","ACV-0000180681","F","61","","Moderate","Driver","Impairment Not Known","North","Ran Off Road","Car","Other","1","21651","Divided Highway"
"CR-0000088358","ACV-0000180682","M","36","","Minor","Driver","Had Not Been Drinking","West","Making Left Turn","Panel Truck","None Apparent","1","21453","Run Red Light"
"CR-0000088375","ACV-0000180711","","0","","Unknown","Parked","Not Applicable","Not Applicable","Parked","Car","Unknown","1","Unknown","Unknown"
"CR-0000088377","ACV-0000180717","M","79","","Minor","Driver","Had Not Been Drinking","West","Slowing/Stopping","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000088378","ACV-0000180718","M","74","","Moderate","Driver","Impairment Physical","North","Proceeding Straight","Car","Other","1","22350","Speeding"
"CR-0000088375","ACV-0000180712","","0","","Unknown","Driver","Impairment Not Known","Unknown","Unknown","Unknown","Unknown","1","Unknown","Unknown"
"CR-0000088376","ACV-0000180713","M","11","","Not Applicable","Bicycle","Had Not Been Drinking","West","Entering Traffic","Bicycle","Vision Obscurement","1","22106","Unsafe Backing"
"CR-0000088376","ACV-0000180714","F","22","","Minor","Driver","Had Not Been Drinking","North","Proceeding Straight","Car","Vision Obscurement","1","Not Applicable","Not Applicable"
"CR-0000088377","ACV-0000180715","F","63","","Major","Driver","Had Not Been Drinking","West","Proceeding Straight","Car","Inattention","1","22350","Speeding"
"CR-0000088377","ACV-0000180716","F","42","","Minor","Driver","Had Not Been Drinking","West","Slowing/Stopping","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000088378","ACV-0000180719","F","40","","Minor","Driver","Had Not Been Drinking","North","Stopped","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000088374","ACV-0000180709","","0","","Unknown","Parked","Not Applicable","Not Applicable","Parked","Car","Unknown","1","Unknown","Unknown"
"CR-0000088374","ACV-0000180710","","0","","Unknown","Driver","Impairment Not Known","Unknown","Unknown","Unknown","Unknown","1","Unknown","Unknown"
"CR-0000088378","ACV-0000180720","F","59","","Minor","Driver","Had Not Been Drinking","North","Stopped","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000088380","ACV-0000180721","M","37","","Major","Driver","Impairment Not Known","East","Ran Off Road","Panel Truck","Unknown","1","23103","Reckless Driving 2"
"CR-0000088396","ACV-0000180752","M","24","","Unknown","Driver","Impairment Not Known","Unknown","Proceeding Straight","Car","Unknown","1","Unknown","Unknown"
"CR-0000088391","ACV-0000180741","","0","","Unknown","Parked","Not Applicable","Not Applicable","Parked","Car","Unknown","1","Unknown","Unknown"
"CR-0000088389","ACV-0000180739","F","31","","Moderate","Driver","Impairment Not Known","South","Proceeding Straight","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000088383","ACV-0000180726","M","22","","Major","Driver","Had Not Been Drinking","West","Proceeding Straight","Car","Other Violation","1","00001","Other Improper Driving"
"CR-0000088396","ACV-0000180753","M","57","","Unknown","Driver","Impairment Not Known","Unknown","Making Right Turn","Car","Unknown","1","Unknown","Unknown"
"CR-0000088393","ACV-0000180747","F","49","","Minor","Driver","Had Not Been Drinking","West","Making Right Turn","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000088399","ACV-0000180758","M","20","","Major","Driver","Impairment Not Known","North","Proceeding Straight","Car","Other Violation","1","00001","Other Improper Driving"
"CR-0000088397","ACV-0000180757","M","36","","Major","Driver","Not Applicable","South","Proceeding Straight","Car","None Apparent","1","21802","Yield Stop Sign"
"CR-0000088395","ACV-0000180748","M","10","","Not Applicable","Pedestrian","Had Not Been Drinking","West","Other (Ped)","Pedestrian","Vision Obscurement","1","21954","Pedestrian Yield Car"
"CR-0000088391","ACV-0000180742","","0","","Unknown","Driver","Impairment Not Known","Unknown","Unknown","Unknown","Unknown","1","Unknown","Unknown"
"CR-0000088395","ACV-0000180751","","39","","None","Driver","Had Not Been Drinking","South","Proceeding Straight","Car","Stop And Go Traffic","1","Not Applicable","Not Applicable"
"CR-0000088384","ACV-0000180729","","0","","Minor","Parked","Not Applicable","Not Applicable","Parked","Emergency Vehicle","Unknown","1","Not Applicable","Not Applicable"
"CR-0000088400","ACV-0000180760","F","32","","Minor","Driver","Had Not Been Drinking","North","Making Right Turn","Car","None Apparent","1","22350","Speeding"
"CR-0000088392","ACV-0000180743","M","62","","None","Driver","Had Not Been Drinking","West","Entering Traffic","Panel Truck","Unknown","1","21804","Yield From Driveway/Curb"
"CR-0000088388","ACV-0000180736","","0","","Moderate","Driver","Impairment Not Known","South","Making Left Turn","Car","Other Violation","1","22350","Speeding"
"CR-0000088382","ACV-0000180724","M","42","","Minor","Driver","Had Not Been Drinking","North","Making Left Turn","Car","Unknown","1","21802","Yield Stop Sign"
"CR-0000088385","ACV-0000180730","M","35","","Minor","Driver","Had Not Been Drinking","North","Proceeding Straight","Car","Other Violation","1","22106","Unsafe Backing"
"CR-0000088398","ACV-0000180755","M","0","","Moderate","Driver","Impairment Not Known","West","Proceeding Straight","Car","Other Violation","1","22350","Speeding"
"CR-0000088397","ACV-0000180754","F","49","","Major","Driver","Not Applicable","East","Making Left Turn","Car","None Apparent","1","21802","Yield Stop Sign"
"CR-0000088382","ACV-0000180725","M","41","","Moderate","Driver","Had Not Been Drinking","East","Proceeding Straight","Motorcycle/Moped","Unknown","1","Not Applicable","Not Applicable"
"CR-0000088390","ACV-0000180740","","0","","Unknown","Parked","Not Applicable","Not Applicable","Parked","Car","Unknown","1","Unknown","Unknown"
"CR-0000088399","ACV-0000180759","","0","","Minor","Parked","Not Applicable","Not Applicable","Parked","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000088386","ACV-0000180732","","0","","Unknown","Driver","Impairment Not Known","North","Making Right Turn","Car","Other Violation","1","22350","Speeding"
"CR-0000088383","ACV-0000180727","F","21","","Major","Driver","Had Not Been Drinking","North","Proceeding Straight","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000088386","ACV-0000180733","F","30","","Moderate","Driver","Impairment Not Known","East","Proceeding Straight","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000088393","ACV-0000180746","F","40","","Minor","Driver","Had Not Been Drinking","West","Stopped","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000088388","ACV-0000180737","","0","","Major","Parked","Not Applicable","Not Applicable","Parked","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000088394","ACV-0000180749","F","25","","Major","Driver","Had Not Been Drinking","South","Making Left Turn","Car","None Apparent","1","21801","Yield Left Turn"
"CR-0000088379","ACV-0000180722","M","47","","Major","Driver","Had Not Been Drinking","East","Proceeding Straight","Car","Inattention","1","22350","Speeding"
"CR-0000088384","ACV-0000180728","M","40","","Unknown","Driver","Had Been Drinking - Under Influence","South","Proceeding Straight","Car","Other Violation","1","00001","Other Improper Driving"
"CR-0000088385","ACV-0000180731","F","32","","Minor","Driver","Had Not Been Drinking","North","Stopped","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000088389","ACV-0000180738","","0","","Unknown","Driver","Impairment Not Known","South","Making Left Turn","Car","Other Violation","1","21801","Yield Left Turn"
"CR-0000088398","ACV-0000180756","M","49","","Moderate","Driver","Had Not Been Drinking","South","Stopped","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000088379","ACV-0000180723","F","56","","Major","Driver","Had Not Been Drinking","East","Making Left Turn","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000088394","ACV-0000180750","M","67","","Major","Driver","Had Not Been Drinking","North","Proceeding Straight","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000088400","ACV-0000180761","F","57","","Not Applicable","Bicycle","Had Not Been Drinking","North","Proceeding Straight","Bicycle","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000088392","ACV-0000180744","M","17","","Not Applicable","Bicycle","Had Not Been Drinking","South","Traveling Wrong Way","Bicycle","Unknown","1","21650","Driving Wrong Side"
"CR-0000088387","ACV-0000180735","M","25","","Moderate","Driver","Had Not Been Drinking","South","Proceeding Straight","Panel Truck","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000088401","ACV-0000180762","F","51","","Moderate","Driver","Had Not Been Drinking","West","Proceeding Straight","Car","None Apparent","1","21453","Run Red Light"
"CR-0000088387","ACV-0000180734","M","32","","Major","Driver","Impairment Not Known","South","Proceeding Straight","Car","Other Violation","1","22350","Speeding"
"CR-0000088393","ACV-0000180745","M","43","","Minor","Driver","Had Not Been Drinking","West","Proceeding Straight","Panel Truck","Stop And Go Traffic","1","22350","Speeding"
"CR-0000088401","ACV-0000180763","F","27","","Moderate","Driver","Had Not Been Drinking","East","Making Left Turn","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000088406","ACV-0000180773","F","31","","Not Applicable","Pedestrian","Impairment Not Known","Not Applicable","Other (Ped)","Pedestrian","None Apparent","1","21954","Pedestrian Yield Car"
"CR-0000088409","ACV-0000180778","M","37","","Not Applicable","Bicycle","Had Not Been Drinking","South","Proceeding Straight","Bicycle","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000088410","ACV-0000180780","","0","","Moderate","Parked","Not Applicable","Not Applicable","Parked","Panel Truck","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000088406","ACV-0000180772","M","32","","Moderate","Driver","Had Not Been Drinking","East","Proceeding Straight","Car","Other Violation","1","Not Applicable","Not Applicable"
