"CrashFactId","Name","MinorInjuries","ModerateInjuries","SevereInjuries","FatalInjuries","TcrNumber","CityDamageFlag","ShortFormFlag","Distance","CrashDateTime","PedestrianAction","RoadwaySurface","RoadwayCondition","Lighting","PrimaryCollisionFactor","TrafficControl","Weather","CollisionType","ProximityToIntersection","VehicleInvolvedWith","PedestrianDirectionFrom","PedestrianDirectionTo","DirectionFromIntersection","Comment"
"679386","CR-0000088596","0","1","0","0","21-295-0193","False","False","0","10/22/2021 8:15:00 AM","No Pedestrians Involved","Wet","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Rain","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"679387","CR-0000088597","1","0","0","0","21-295-0800","False","False","0","10/22/2021 6:56:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Head On","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"679388","CR-0000088598","0","0","0","0","21-295-9711","False","True","0","10/22/2021 12:15:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Unknown","Unknown","Clear","Rear End","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"679389","CR-0000088599","1","1","0","0","21-302-0543","True","False","122","10/29/2021 2:37:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Hit Object","Non-Related","Fixed Object","Not Applicable","Not Applicable","West Of","Tree"
"679390","CR-0000088600","0","0","0","0","21-295-0112","False","False","133","10/22/2021 4:50:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","No Controls Present/Factor","Cloudy","Sideswipe","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","South Of",""
"679391","CR-0000088602","0","0","0","0","21-296-9706","False","True","0","10/22/2021 7:45:00 AM","No Pedestrians Involved","Wet","No Unusual Conditions","Daylight","Unknown","No Controls Present/Factor","Rain","Sideswipe","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"679392","CR-0000088603","0","0","0","0","21-296-0468","False","False","410","10/22/2021 10:05:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Sideswipe","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","South Of",""
"679393","CR-0000088604","0","0","0","0","21-298-9709","False","True","0","10/22/2021 12:05:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Unknown","Controls Functioning","Cloudy","Sideswipe","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"679394","CR-0000088601","1","0","0","0","21-303-0138","False","False","95","10/30/2021 2:32:00 AM","Crossing - Not In Crosswalk","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Unknown","Clear","Vehicle/Pedestrian","Non-Related","Pedestrian","South","North","East Of",""
"679395","CR-0000088605","0","0","0","0","21-296-9707","False","True","0","10/22/2021 4:06:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Unknown","No Controls Present/Factor","Clear","Sideswipe","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"679396","CR-0000088606","0","0","0","0","21-296-9704","False","True","0","10/22/2021 5:00:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Unknown","Controls Functioning","Clear","Rear End","Intersection","Other Vehicle","Not Applicable","Not Applicable","South Of",""
"679397","CR-0000088607","2","0","0","0","21-303-0554","False","False","0","10/30/2021 2:23:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Broadside","Intersection","Motor Vehicle On Other Roadway","Not Applicable","Not Applicable","At",""
"679398","CR-0000088608","2","0","0","0","21-295-0382","False","False","300","10/22/2021 11:57:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Broadside","Non-Related","Other Vehicle","Not Applicable","Not Applicable","North Of",""
"679399","CR-0000088609","1","0","0","0","21-295-0620","False","False","0","10/22/2021 4:29:00 PM","No Pedestrians Involved","Unknown","Unknown","Daylight","Unknown","Unknown","Unknown","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"679400","CR-0000088610","0","0","0","0","21-296-0893","False","False","0","10/22/2021 8:18:00 PM","No Pedestrians Involved","Wet","No Unusual Conditions","Dark - Street Light","Violation Driver 1","No Controls Present/Factor","Cloudy","Sideswipe","Intersection","Parked Vehicle","Not Applicable","Not Applicable","At",""
"679401","CR-0000088611","0","1","0","0","21-304-0181","False","False","100","10/31/2021 2:15:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Sideswipe","Non-Related","Other Vehicle","Not Applicable","Not Applicable","North Of",""
"679402","CR-0000088612","0","0","0","0","21-295-0934","False","False","0","10/22/2021 8:46:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Rear End","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"679403","CR-0000088614","0","1","0","0","21-304-0199","True","False","148","10/31/2021 2:35:00 AM","No Pedestrians Involved","Dry","Other","Dark - Street Light","Other Than Driver","No Controls Present/Factor","Cloudy","Hit Object","Non-Related","Other Object","Not Applicable","Not Applicable","South Of","Tree branch, tree"
"679404","CR-0000088613","0","0","0","0","21-295-0909","False","False","0","10/22/2021 8:53:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Rear End","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"679405","CR-0000088615","0","0","0","0","21-295-0963","False","False","0","10/22/2021 9:56:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","No Controls Present/Factor","Clear","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"679406","CR-0000088616","1","0","0","0","21-304-0567","False","False","0","10/31/2021 1:42:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"679407","CR-0000088617","3","0","0","0","21-296-0273","False","False","105","10/23/2021 8:30:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Rear End","Non-Related","Other Vehicle","Not Applicable","Not Applicable","East Of",""
"679408","CR-0000088618","0","1","0","0","21-304-0850","False","False","53","10/31/2021 8:33:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Vehicle/Bike","Non-Related","Bike","Not Applicable","Not Applicable","East Of",""
"679409","CR-0000088619","1","0","0","0","21-296-0494","False","False","0","10/23/2021 1:12:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Rear End","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"679410","CR-0000088620","0","1","0","0","21-296-0701","False","False","73","10/23/2021 5:24:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Rear End","Non-Related","Motorcycle","Not Applicable","Not Applicable","North Of",""
"679411","CR-0000088621","0","0","0","0","21-296-0361","False","False","0","10/23/2021 10:41:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"679412","CR-0000088622","0","0","0","0","21-295-0774","False","False","528","10/23/2021 6:38:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Unknown","Clear","Sideswipe","Non-Related","Other Vehicle","Not Applicable","Not Applicable","West Of",""
"679413","CR-0000088623","1","0","0","0","21-296-0258","False","False","0","10/23/2021 8:23:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Unknown","No Controls Present/Factor","Clear","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"679414","CR-0000088624","0","0","0","0","21-297-9702","False","True","0","10/23/2021 10:27:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Unknown","No Controls Present/Factor","Clear","Other","Intersection","Animal","Not Applicable","Not Applicable","At",""
"679415","CR-0000088625","0","0","0","0","21-297-9701","False","True","0","10/23/2021 2:00:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Unknown","No Controls Present/Factor","Clear","Hit Object","Intersection","Other Object","Not Applicable","Not Applicable","At","Garbage bin"
"679416","CR-0000088626","2","0","0","0","21-296-0574","False","False","0","10/23/2021 3:11:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"679417","CR-0000088627","1","0","0","0","21-296-0200","True","False","570","10/23/2021 5:43:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Hit Object","Non-Related","Fixed Object","Not Applicable","Not Applicable","North Of","Light Pole(2)"
"679418","CR-0000088628","0","0","0","0","21-296-0855","False","False","0","10/23/2021 7:45:00 PM","No Pedestrians Involved","Wet","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Rain","Rear End","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"679419","CR-0000088629","1","0","0","0","21-296-0861","False","False","103","10/23/2021 8:29:00 PM","No Pedestrians Involved","Wet","No Unusual Conditions","Dark - Street Light","Violation Driver 1","No Controls Present/Factor","Rain","Head On","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","North Of",""
"679420","CR-0000088630","1","0","0","0","21-297-0126","True","False","0","10/24/2021 2:15:00 AM","No Pedestrians Involved","Wet","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Rain","Hit Object","Intersection","Fixed Object","Not Applicable","Not Applicable","At","Xing sign"
"679421","CR-0000088631","0","0","0","0","21-297-0146","True","False","400","10/24/2021 2:52:00 AM","No Pedestrians Involved","Wet","No Unusual Conditions","Dark - Street Light","Violation Driver 1","No Controls Present/Factor","Clear","Hit Object","Non-Related","Fixed Object","Not Applicable","Not Applicable","East Of","Guard Rail"
"679422","CR-0000088632","0","0","0","0","21-297-0651","False","False","142","10/24/2021 5:00:00 PM","No Pedestrians Involved","Wet","Obstruction On Roadway","Dark - Street Light Not Functioning","Violation Driver 1","Controls Not Functioning","Rain","Hit Object","Non-Related","Fixed Object","Not Applicable","Not Applicable","East Of","PG&E pole"
"679423","CR-0000088633","1","0","0","0","21-297-0778","False","False","0","10/24/2021 7:09:00 PM","No Pedestrians Involved","Wet","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Rain","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"679424","CR-0000088634","0","0","0","0","21-297-0812","False","False","84","10/24/2021 7:56:00 PM","No Pedestrians Involved","Wet","No Unusual Conditions","Dark - Street Light","Violation Driver 1","No Controls Present/Factor","Rain","Sideswipe","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","East Of",""
"679425","CR-0000088635","0","0","0","0","21-297-0893","False","False","0","10/24/2021 9:15:00 PM","No Pedestrians Involved","Wet","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Rain","Sideswipe","Intersection","Parked Vehicle","Not Applicable","Not Applicable","At",""
"679426","CR-0000088636","0","0","0","0","21-298-0124","False","False","147","10/24/2021 8:00:00 PM","No Pedestrians Involved","Wet","No Unusual Conditions","Dark - Street Light","Violation Driver 1","No Controls Present/Factor","Rain","Rear End","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","East Of",""
"679427","CR-0000088637","1","0","0","0","21-297-0909","False","False","0","10/24/2021 9:42:00 PM","No Pedestrians Involved","Wet","No Unusual Conditions","Dark - Street Light","Violation Driver 1","No Controls Present/Factor","Rain","Overturned","Intersection","Parked Vehicle","Not Applicable","Not Applicable","At",""
"679428","CR-0000088638","0","0","0","0","21-297-0965","False","False","0","10/24/2021 10:44:00 PM","No Pedestrians Involved","Wet","No Unusual Conditions","Dark - Street Light","Violation Driver 1","No Controls Present/Factor","Rain","Sideswipe","Intersection","Parked Vehicle","Not Applicable","Not Applicable","At",""
"679429","CR-0000088639","2","1","0","0","21-297-0973","False","False","0","10/24/2021 10:59:00 PM","No Pedestrians Involved","Wet","No Unusual Conditions","Dark - Street Light","Violation Driver 1","No Controls Present/Factor","Rain","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"679430","CR-0000088640","0","1","0","0","21-298-0223","False","False","92","10/25/2021 8:35:00 AM","No Pedestrians Involved","Wet","Other","Daylight","Violation Driver 1","Controls Functioning","Rain","Rear End","Non-Related","Other Vehicle","Not Applicable","Not Applicable","East Of",""
"679431","CR-0000088641","0","0","0","0","21-298-0018","False","False","0","10/25/2021 12:18:00 AM","No Pedestrians Involved","Wet","No Unusual Conditions","Dark - Street Light","Violation Driver 1","No Controls Present/Factor","Rain","Hit Object","Intersection","Fixed Object","Not Applicable","Not Applicable","At","Fence"
"679432","CR-0000088642","0","0","0","0","21-298-0605","False","False","0","10/25/2021 4:18:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Rear End","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"679433","CR-0000088643","1","0","0","0","21-298-0393","False","False","206","10/25/2021 11:56:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Rear End","Non-Related","Other Vehicle","Not Applicable","Not Applicable","West Of",""
"679434","CR-0000088644","0","0","0","0","21-298-0682","False","False","0","10/25/2021 5:32:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Sideswipe","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"679435","CR-0000088645","0","0","0","0","21-299-0184","False","False","115","10/25/2021 8:00:00 PM","No Pedestrians Involved","Unknown","No Unusual Conditions","Unknown","Violation Driver 1","Controls Functioning","Unknown","Other","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","East Of",""
"679436","CR-0000088646","0","0","0","0","21-298-0932","False","False","0","10/25/2021 10:34:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","No Controls Present/Factor","Clear","Sideswipe","Intersection","Other Vehicle","Not Applicable","Not Applicable","North Of",""
"679437","CR-0000088647","0","0","0","0","21-298-0978","True","False","176","10/25/2021 11:36:00 PM","No Pedestrians Involved","Wet","No Unusual Conditions","Dark - Street Light","Violation Driver 1","No Controls Present/Factor","Cloudy","Hit Object","Non-Related","Fixed Object","Not Applicable","Not Applicable","North Of","Street light, tree"
"679438","CR-0000088648","1","0","0","0","21-299-0770","False","False","0","10/26/2021 6:02:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","No Controls Present/Factor","Clear","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","West Of",""
"679439","CR-0000088649","1","0","0","0","21-299-1012","False","False","0","10/26/2021 11:43:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Head On","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"679440","CR-0000088653","1","1","0","0","21-118-0380","False","False","123","4/28/2021 12:01:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 2","No Controls Present/Factor","Clear","Head On","Non-Related","Other Vehicle","Not Applicable","Not Applicable","West Of",""
"679441","CR-0000088697","1","0","0","0","21-290-0680","False","False","","10/17/2021 6:18:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Unknown","Clear","Rear End","Non-Related","Other Vehicle","Not Applicable","Not Applicable","North Of",""
"679442","CR-0000088691","0","1","0","0","21-289-0817","False","False","0","10/16/2021 7:18:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Broadside","Intersection","Bike","Not Applicable","Not Applicable","At","Bike"
"679443","CR-0000088673","0","0","0","0","21-288-0015","True","False","190","10/15/2021 12:19:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","No Controls Present/Factor","Clear","Head On","Non-Related","Fixed Object","Not Applicable","Not Applicable","South Of","Light Pole"
"679444","CR-0000088663","0","0","0","0","21-287-0191","False","False","42","10/14/2021 8:07:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Rear End","Related","Other Vehicle","Not Applicable","Not Applicable","East Of",""
"679445","CR-0000088694","1","0","0","0","21-290-0272","False","False","172","10/17/2021 8:55:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Broadside","Non-Related","Other Vehicle","Not Applicable","Not Applicable","South Of",""
"679446","CR-0000088704","2","0","0","0","21-290-0213","False","False","0","10/17/2021 6:44:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"679447","CR-0000088680","0","1","0","0","21-288-0526","False","False","0","10/15/2021 3:40:00 PM","Crossing In Crosswalk - At Intersection","Dry","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Vehicle/Pedestrian","Intersection","Pedestrian","West","West","At","Ped"
"679448","CR-0000088702","2","0","0","0","21-290-0030","False","False","0","10/17/2021 12:15:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Broadside","Intersection","Motor Vehicle On Other Roadway","Not Applicable","Not Applicable","At",""
"679449","CR-0000088698","0","0","0","0","21-290-0781","False","False","128","10/17/2021 8:20:00 PM","No Pedestrians Involved","Wet","No Unusual Conditions","Dark - Street Light","Violation Driver 1","No Controls Present/Factor","Rain","Hit Object","Non-Related","Fixed Object","Not Applicable","Not Applicable","North Of","curb, wall"
"679450","CR-0000088682","0","0","0","0","21-294-9701","False","True","51","10/15/2021 8:00:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Unknown","No Controls Present/Factor","Clear","Sideswipe","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","North Of",""
"679451","CR-0000088695","1","0","0","0","21-290-0353","True","False","47","10/17/2021 11:16:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dusk - Dawn","Violation Driver 1","No Controls Present/Factor","Clear","Broadside","Related","Other Vehicle","Not Applicable","Not Applicable","South Of","Tree"
"679452","CR-0000088701","2","0","0","0","21-290-0800","False","False","0","10/17/2021 8:46:00 PM","No Pedestrians Involved","Wet","Unknown","Dark - Street Light","Violation Driver 1","Controls Functioning","Rain","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At","DUI"
"679453","CR-0000088657","1","0","2","0","21-126-0615","False","False","375","5/6/2021 3:30:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Broadside","Non-Related","Other Vehicle","Not Applicable","Not Applicable","North Of",""
"679454","CR-0000088696","0","0","0","0","21-290-0599","True","False","0","10/17/2021 4:20:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Hit Object","Intersection","Fixed Object","Not Applicable","Not Applicable","At","Curb, Brick Wall"
"679455","CR-0000088703","2","0","0","0","21-290-0031","False","False","0","10/17/2021 12:19:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"679456","CR-0000088693","0","0","0","0","21-289-0716","False","False","26","10/16/2021 5:51:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dusk - Dawn","Violation Driver 1","No Controls Present/Factor","Clear","Sideswipe","Related","Parked Vehicle","Not Applicable","Not Applicable","West Of",""
"679457","CR-0000088699","0","0","0","0","21-290-0794","True","False","19","10/17/2021 8:37:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","No Controls Present/Factor","Other","Hit Object","Related","Fixed Object","Not Applicable","Not Applicable","East Of","Sidewalk"
"679458","CR-0000088677","1","0","0","0","21-288-0883","False","False","0","10/15/2021 9:27:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","No Controls Present/Factor","Clear","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"679459","CR-0000088667","0","0","0","0","21-288-0026","False","False","123","10/15/2021 12:42:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","No Controls Present/Factor","Clear","Sideswipe","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","South Of",""
"679460","CR-0000088658","1","0","0","0","21-125-0987","False","False","0","5/6/2021 6:55:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"679461","CR-0000088700","0","0","0","0","21-290-0796","False","False","44","10/17/2021 8:39:00 PM","No Pedestrians Involved","Wet","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Unknown","Rain","Head On","Related","Parked Vehicle","Not Applicable","Not Applicable","South Of",""
"679462","CR-0000088668","1","0","0","0","21-288-0227","False","False","0","10/15/2021 9:46:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"679463","CR-0000088690","1","0","0","0","21-289-0600","False","False","0","10/16/2021 4:12:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Not Functioning","Clear","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"679464","CR-0000088681","1","0","0","0","21-288-0671","False","False","376","10/15/2021 5:53:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Unknown","Clear","Broadside","Non-Related","Other Vehicle","Not Applicable","Not Applicable","East Of",""
"679465","CR-0000088665","0","0","0","0","21-287-0530","True","False","378","10/14/2021 2:03:00 PM","No Pedestrians Involved","Dry","Unknown","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Rear End","Non-Related","Other Vehicle","Not Applicable","Not Applicable","North Of","City Vehicle"
"679466","CR-0000088684","1","0","0","0","21-289-0359","False","False","0","10/16/2021 10:52:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Rear End","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"679467","CR-0000088705","0","0","0","0","21-290-0872","False","False","42","10/17/2021 10:34:00 PM","No Pedestrians Involved","Wet","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Rear End","Related","Parked Vehicle","Not Applicable","Not Applicable","East Of",""
"679468","CR-0000088687","2","0","0","0","21-289-0750","False","False","36","10/16/2021 6:16:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Rear End","Related","Other Vehicle","Not Applicable","Not Applicable","East Of",""
"679469","CR-0000088692","0","1","0","0","21-289-0368","False","False","517","10/16/2021 11:03:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Rear End","Non-Related","Other Vehicle","Not Applicable","Not Applicable","East Of",""
"679470","CR-0000088659","0","0","1","0","21-152-0248","True","False","36","6/1/2021 8:30:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Hit Object","Related","Fixed Object","Not Applicable","North","South Of","Traffic signal"
"679471","CR-0000088666","0","0","0","0","21-287-1000","False","False","0","10/14/2021 10:15:00 PM","No Pedestrians Involved","Dry","Unknown","Dark - Street Light","Violation Driver 1","No Controls Present/Factor","Clear","Sideswipe","Intersection","Parked Vehicle","Not Applicable","Not Applicable","At",""
"679472","CR-0000088676","3","0","0","0","21-288-0831","False","False","21","10/15/2021 8:18:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Rear End","Related","Other Vehicle","Not Applicable","Not Applicable","East Of",""
"679473","CR-0000088656","0","0","1","0","21-124-0423","False","False","51","5/3/2021 1:00:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Vehicle/Bike","Non-Related","Bike","Not Applicable","Not Applicable","North Of",""
"679474","CR-0000088685","0","0","0","0","21-289-0590","False","False","100","10/16/2021 4:00:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Unknown","Sideswipe","Non-Related","Other Vehicle","Not Applicable","Not Applicable","North Of",""
"679475","CR-0000088688","3","0","0","0","21-289-0873","False","False","0","10/16/2021 8:08:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"679476","CR-0000088670","1","0","0","0","21-288-0503","False","False","","10/15/2021 3:23:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Broadside","Non-Related","Other Vehicle","Not Applicable","Not Applicable","East Of","San Jose City Vehicle"
"679477","CR-0000088669","4","0","0","0","21-288-0330","False","False","288","10/15/2021 11:34:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Rear End","Non-Related","Other Vehicle","Not Applicable","Not Applicable","North Of",""
"679478","CR-0000088660","1","0","0","0","21-168-0158","False","False","90","6/11/2021 7:06:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Bike At Fault","Controls Functioning","Clear","Vehicle/Bike","Non-Related","Bike","Not Applicable","Not Applicable","East Of",""
"679479","CR-0000088679","0","0","0","0","21-292-9708","False","True","51","10/15/2021 12:34:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Unknown","No Controls Present/Factor","Unknown","Sideswipe","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","South Of",""
"679480","CR-0000088650","1","0","0","0","21-086-0780","False","False","60","3/27/2021 6:09:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Sideswipe","Non-Related","Other Vehicle","Not Applicable","Not Applicable","West Of",""
"679481","CR-0000088662","0","2","0","0","21-293-1048","False","False","300","10/20/2021 11:52:00 PM","No Pedestrians Involved","Wet","No Unusual Conditions","Dark - No Street Light","Violation Driver 1","Controls Functioning","Rain","Head On","Non-Related","Other Vehicle","Not Applicable","Not Applicable","South Of",""
"679482","CR-0000088671","1","0","0","0","21-288-0554","False","False","2800","10/15/2021 4:26:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Head On","Non-Related","Other Vehicle","Not Applicable","Not Applicable","East Of",""
